1	human	1	30	0	0	0
3	olthoiworker	50	10000	150	197	280
5	lugianlaigus	20	3500	50	66	88
6	banderlingscout	8	1000	20	18	54
7	drudgeskulker	8	1000	5	5	15
8	mosswartcreeper	8	1000	34	34	52
10	mitescamp	8	1000	36	31	46
11	tuskermale	20	3500	50	56	84
12	phyntoswaspred	8	1000	10	14	44
13	ratwhite	8	1000	15	21	38
16	zombieundead	8	1000	40	44	66
17	gromnie	6	120	40	10	40
18	reedsharkelder	15	2000	30	36	64
19	armoredillobronze	20	3500	45	55	80
23	virindi	40	7000	100	100	200
177	armoredillospiny	8	1000	10	24	20
178	armoredillobrown	8	1000	20	39	35
179	armoredillospikey	8	1000	40	46	45
180	armoredillosandy	20	3500	60	60	95
183	banderlingraver	15	2000	35	32	80
184	banderlingcaptain	15	2000	50	51	92
185	bandit	6	30	3	0	1
187	banditlord	110	21490	270	285	350
188	banditmage	110	23514	140	260	140
189	culthighpriest	100	80000	275	200	370
190	cultmember	80	30000	230	180	350
191	cultpriest	80	30000	240	200	350
192	drudgeprowler	8	1000	28	8	20
193	drudgeslinker	8	1000	10	9	20
194	golemcopper	40	7000	155	126	250
195	golemgranite	60	17500	115	110	210
196	golemice	15	2000	54	34	86
197	golemiron	160	500000	427	219	284
198	golemlimestone	15	2000	52	32	85
199	golemmagma	100	80000	275	220	375
200	golemmud	8	1000	0	32	20
201	golemobsidian	60	17500	215	157	320
202	golemsandstone	15	2000	54	36	88
203	gromniehatchling	6	121	40	10	40
204	zombielich	20	3500	86	76	126
205	lugianobeloth	30	5000	72	84	118
206	lugianlithos	40	7000	105	105	200
208	mitematron	30	5000	66	76	104
209	mitesquib	15	2000	40	54	82
210	mosswartchief	30	5000	85	84	124
211	mosswartmudlurk	15	2000	58	55	66
212	olthoinoble	80	30000	225	225	325
213	olthoinymph	30	5000	115	160	100
214	olthoisoldier	60	17500	180	220	300
215	phyntoswaspblue	8	1000	34	42	64
216	phyntoswaspgreen	8	1000	24	32	64
217	phyntoswaspgold	50	10000	130	155	225
218	ratblack	15	2000	25	34	64
219	ratgrey	8	1000	20	20	42
220	ratbrown	8	1000	4	18	45
221	reedshark	15	2000	20	34	64
222	reedsharkveteran	15	2000	36	54	72
223	reedsharkpup	8	1000	16	16	44
224	rogue	95	13775	200	225	260
225	roguemage	95	18126	140	240	140
226	tumerokcaptain	50	10000	120	130	275
227	tumerokgladiator	80	30000	215	200	310
228	tumerokhighpriest	100	80000	260	205	380
229	tumeroklieutenant	50	10000	120	140	230
230	tumerokoverlord	80	30000	200	200	335
231	tumerokpriest	60	17500	240	180	325
232	tumerokscout	20	3500	46	55	72
233	tumerokwarrior	30	5000	72	84	111
234	tumerokworker	8	1000	38	37	62
235	tuskergoldenback	30	5000	60	97	70
236	tuskerfemale	15	2000	40	48	54
237	virindimaster	50	10000	105	120	200
238	virindipuppet	30	5000	65	77	165
619	zombierevenant	60	17500	170	165	300
937	banderlingguard	15	2000	80	47	105
938	banderlingraider	15	2000	40	37	80
939	banderlingyoung	8	1000	15	3	30
940	drudgesneaker	8	1000	10	9	20
941	golemwater	8	1000	15	32	30
942	golemwood	8	1000	25	30	45
943	mitescion	8	1000	8	29	32
944	mitedigger	8	1000	36	34	46
945	mitesentry	15	2000	46	52	81
946	mitesquire	20	3500	60	61	94
947	mosswartbarker	15	2000	76	66	76
948	mosswartfeeder	8	1000	35	42	64
949	ratred	15	2000	34	34	66
950	zombie	15	2000	75	66	124
1210	mercenary	115	24650	275	300	400
1218	banditthief	105	18656	220	255	300
1240	banderlingguardglenden	20	3500	74	72	120
1241	banderlingyoungglenden	20	3500	66	66	114
1242	drudgeprowlerglenden	15	2000	90	87	100
1243	ratblackglenden	30	5000	20	121	120
1255	drudgeprowlergreenmire	15	2000	43	65	100
1256	mosswartbarkergreenmire	15	2000	80	80	60
1257	mosswartchiefgreenmire	20	3500	85	120	80
1258	mosswartfeedergreenmire	15	2000	58	55	66
1259	mosswartmudlurkgreenmire	15	2000	60	60	40
1273	ratwhitegiant	80	30000	100	170	300
1321	drudgeskulkersewer	80	30000	0	0	0
1322	drudgesneakersewer	50	10000	15	5	15
1356	alfrethbanderlingcaptain	15	2000	50	40	60
1362	sylsfeartuskermale	15	2000	50	50	40
1404	lostlightguardian	60	17500	75	165	300
1405	lostlightholtburgrat	8	1000	75	85	75
1406	lostlightrithwicrat	15	2000	68	51	78
1407	lostlightsamsurdrudge	15	2000	90	87	100
1408	lostlightshoushidrudge	15	2000	90	87	100
1409	lostlightyanshidrudge	15	2000	90	87	100
1410	lostlightyaraqdrudge	15	2000	90	87	100
1461	mosswartmuckerice	15	2000	80	75	60
1462	banderlingbanditfire	60	17500	84	180	185
1463	undeadspecial	60	17500	170	165	300
1464	drudgerobber	8	1000	28	8	20
1465	undeadflaminghelm	30	5000	120	125	100
1466	undeaddefender	30	5000	120	115	100
1467	mitefood	8	1000	36	31	46
1468	drudgefood	8	1000	10	9	20
1469	banderlingfood	8	1000	20	18	54
1470	mosswartfood	8	1000	35	42	64
1484	banderlingbanditfast	50	10000	84	140	185
1486	mosswartmuckeracid	11	328	80	75	60
1497	banderlingguardden	10	365	80	40	50
1520	banderlingcolier	8	1000	40	40	40
1521	drudgecolier	8	1000	28	10	20
1522	undeadbaronminer	30	5000	120	100	100
1523	undeadcolier	15	2000	75	90	75
1524	undeadminer	15	2000	70	75	70
1535	wispethereal	5	225	15	47	60
1536	knathzbog	8	1000	30	10	50
1608	drudgelurker	40	7000	70	96	200
1609	drudgestalker	50	10000	85	142	225
1610	drudgeravener	80	30000	168	182	265
1611	gromnierust	8	1000	30	39	48
1612	gromnieazure	15	2000	50	36	50
1613	gromnieivory	15	2000	48	48	58
1614	gromniejade	15	2000	52	48	59
1615	gromnieash	30	5000	54	62	108
1616	gromnieswamp	15	2000	64	34	70
1617	lugianamploth	20	3500	72	76	108
1618	lugiangigas	50	10000	150	141	235
1619	mosswartshaman	20	3500	54	76	88
1620	olthoiinjured	15	2000	90	146	70
1621	olthoiqueen	201	16311	235	294	200
1622	phyntoswaspmire	15	2000	35	64	76
1623	ratdesert	15	2000	68	51	78
1624	ratswamp	15	2000	75	64	75
1625	ratmountain	20	3500	74	74	94
1626	ratsilver	30	5000	20	121	120
1627	tuskercrimsonback	30	5000	50	88	88
1628	tuskerslave	80	30000	210	200	320
1629	tuskerguard	80	30000	230	225	325
1630	zombielichlord	60	17500	125	136	240
1631	drudgelowslave	15	2000	35	35	45
1632	drudgehighslave	15	2000	43	65	100
1668	banderlingbreeder	15	2000	54	37	84
1669	banderlingchief	20	3500	58	54	103
1756	shadowchild	15	2000	72	84	104
1757	shadowlieutenant	60	17500	140	175	275
1758	shadow	30	5000	68	89	118
1759	skeleton	8	1000	2	18	20
1760	skeletonwarrior	20	3500	50	63	80
1761	skeletoncaptain	20	3500	60	82	110
1762	skeletonlord	40	7000	50	100	150
1763	mumiyahlesser	15	2000	50	73	68
1764	mumiyahgreater	20	3500	100	91	88
1765	mumiyahhorrible	50	10000	145	130	260
1766	armoredillostony	8	1000	30	46	45
1986	wispwater	8	1000	25	54	70
1987	wispghost	15	2000	35	62	74
1988	wispdark	20	3500	50	64	74
1989	wispshadow	50	10000	60	105	175
2186	mosswartswampshaman	15	2000	60	100	65
2223	dryreachbeggara	4	73	0	0	0
2224	dryreachbeggarb	5	80	0	0	0
2225	dryreachbeggarc	6	131	0	0	0
2439	tumerokfighter	20	3500	94	62	119
2481	tumerokkeya	60	17500	240	170	330
2482	tumerokkeyb	79	18069	225	200	330
2483	tumerokkeyc	80	30000	215	195	315
2484	tumerokkeyd	80	30000	200	190	340
2485	tumerokkeye	90	24626	230	200	360
2486	tumerokkeyg	95	36450	260	195	385
2487	tumerokkeyone	8	1000	25	30	25
2488	tumerokkeytwo	20	851	90	70	90
2489	tumerokkeythree	16	803	120	110	110
2490	tumerokkeyfour	41	2477	140	120	150
2491	tumerokoverlordboss	120	60822	298	260	400
2564	armoredillofreshwater	30	5000	75	74	105
2565	armoredilloshore	30	5000	79	95	120
2566	rabbitblack	4	800	0	0	0
2567	rabbitbrown	4	800	0	0	0
2568	rabbitwhite	666	1302592	0	210	200
2569	knathngell	8	1000	40	13	20
2570	knathstath	8	1000	70	17	20
2571	knathnosaj	15	2000	73	60	15
2572	knathdnob	15	2000	90	25	20
2573	knathtaed	15	2000	100	30	20
2574	monougarough	20	3500	30	24	64
2575	monougacrude	30	5000	66	74	102
2576	monougawild	30	5000	70	42	70
2577	shallowsshark	8	1000	22	17	44
2578	shallowslurker	15	2000	30	34	54
2579	shallowsslayer	15	2000	66	54	98
2580	mattekarwhite	15	2000	32	37	62
2581	mattekarsnowy	15	2000	50	52	84
2582	mattekargreat	20	3500	60	66	112
2583	sclavusse	15	2000	64	64	98
2584	sclavusaste	20	3500	63	63	106
2585	sclavusessa	30	5000	64	92	126
2586	sclavussata	60	17500	150	130	275
2607	glendenwoodalchemist	20	133	1	0	1
2608	zefirjibrit	8	1000	20	22	20
2610	zefirkilif	15	2000	20	25	62
2611	zefirzofrit	30	5000	20	30	84
2612	monougagiant	8	1000	40	7	45
3607	tibrithecavedweller	40	711	1	0	1
3663	skeletonadvocatedungeon	5	29	35	40	55
3917	collectoraluvian	5	154	1	0	1
3918	collectorgharundim	4	221	1	0	1
3919	collectorjewelsho	7	242	1	0	1
3920	collectorsho	5	221	1	0	1
3921	collectorstonegharundim	6	181	1	0	1
3922	collectortumerokaluvian	7	236	1	0	1
3923	collectorwingaluvian	5	152	1	0	1
3924	collectorwingsho	6	170	1	0	1
3925	crafterivoryaluvian	7	214	1	0	1
3926	crafterivorygharundim	8	230	1	0	1
3927	obsidianalchemistgharundim	6	215	1	0	1
3928	obsidianencountersho	7	217	1	0	1
3929	obsidiansmithaluvian	6	215	1	0	1
3930	olthoihunter	9	516	1	0	1
3931	trophysmithgharundim	8	241	1	0	1
3932	trophysmithsho	8	234	1	0	1
4055	despairportalsummoner	14	1195	4	0	5
4099	tumerokscoutarcher	20	3500	46	55	72
4100	tumerokwarriorarcher	30	5000	72	84	111
4101	tumerokfighterarcher	20	3500	94	62	119
4102	tumerokgladiatorarcher	80	30000	215	200	310
4103	tumeroklieutenantarcher	50	10000	120	140	230
4104	tumerokcaptainarcher	50	10000	120	130	275
4105	tumerokpriestarcher	60	17500	240	180	325
4106	tumerokhighpriestarcher	100	80000	260	205	380
4107	tumerokworkerarcher	8	1000	38	37	62
4108	shrethgnawer	8	1000	18	8	34
4109	shrethcarrion	8	1000	16	12	46
4110	shrethblood	8	1000	35	22	68
4111	shrethhunter	15	2000	39	44	88
4112	shrethvorous	15	2000	40	56	126
4119	monougacolossal	107	8878	40	50	45
4120	despairdrunk	4	15	1	0	1
4122	despairbitterman	33	1381	13	0	7
4123	zombielichtortured	30	5000	120	125	100
4124	zombielichoverseer	50	10000	180	125	100
4125	skeletonpileobones	8	1000	50	70	80
4126	skeletonaccursedminer	8	1000	50	70	80
4127	zombielichcursedforeman	60	17500	180	125	100
4131	rattan	8	1000	20	18	37
4132	ratrusset	8	1000	20	18	36
4201	pkmadman	14	1208	4	0	5
4202	pkhermit	14	1430	4	0	5
4212	monougatremendous	999	10980993	365	390	480
4213	leathercrafteraluvian	6	202	1	0	1
4214	leathercraftersho	5	78	1	0	1
4215	leathercraftergharundim	8	131	1	0	1
4216	golemdiamond	100	80000	260	212	357
4217	zombiedarkrevenant	80	30000	135	180	285
4242	chitticksharp	18	918	30	60	30
4243	chittickhorned	50	10000	140	165	236
4244	chittickstinging	100	80000	300	244	356
4245	mitesnippet	8	1000	10	27	32
4246	moarsmanrank	40	7000	100	125	195
4247	moarsmanfoul	80	30000	200	220	315
4248	moarsmanputrid	100	80000	280	240	400
4249	mosswartyoung	8	1000	20	34	20
4250	olthoiworm	14	778	120	150	60
4251	olthoigrub	18	1156	130	150	60
4252	olthoicrawler	24	1581	130	150	60
4253	shadowpanumbris	80	30000	220	185	320
4254	shadowumbris	80	30000	235	205	345
4255	shrethmalus	80	30000	175	155	265
4256	slithistendril	26	2733	68	74	140
4257	slithistentacle	18	1662	78	66	140
4258	slithiseyestalk	35	4328	100	110	190
4259	slithayrtendril	44	6625	90	135	200
4260	slithayrtentacle	53	8926	105	150	210
4261	slithayreyestalk	70	14954	185	185	310
4262	derugreen	13	477	30	50	30
4263	derutall	17	717	35	55	35
4264	derufull	20	977	40	65	40
4265	deruold	20	857	50	70	50
4266	skeletonoldbones	8	1000	21	18	20
4789	obsidianenchantersho	7	217	1	0	1
4794	rithwicbrentsella	7	82	1	0	1
4795	rithwiccelcynd	10	127	1	0	1
4796	rithwicmindorla	8	88	1	0	1
4897	skeletonguardian	18	752	60	90	110
4984	lichfrore	80	30000	230	225	330
4985	mattekarfrore	94	8516	60	70	60
4986	undeadfrore	80	30000	230	225	330
4987	zombiefrore	90	23411	230	225	330
4991	lich1frore	45	3492	150	125	120
4992	lich2frore	43	3315	150	125	120
4993	lich3frore	43	3315	150	125	120
5020	felscuda	5	154	1	0	1
5024	raxanzafolthid	8	154	1	0	1
5025	sclavusastefolthid	16	621	80	100	90
5033	holtburgflinrala	5	154	1	0	1
5035	holtburgworcer	5	154	1	0	1
5046	lytelthorpealeval	15	845	1	0	1
5047	lytelthorpebeltslora	4	64	1	0	1
5048	lytelthorpeercel	5	44	1	0	1
5063	yanshidaiya	11	224	1	0	1
5064	yanshilouei	9	135	1	0	1
5065	yanshiteven	5	106	1	0	1
5091	greeteraluvian	8	43	0	0	0
5092	greetersho	8	43	0	0	0
5093	greetergharundim	8	43	0	0	0
5094	traineraluvian	17	398	0	0	0
5095	trainersho	19	346	0	0	0
5096	trainergharundim	23	686	0	0	0
5119	nantoinuokonkou	11	232	4	0	5
5120	nantojiraping	9	147	4	0	5
5121	nantoshinro	9	208	4	0	5
